player_name,team,pos_type,position,projection_system,fg_id,mlbam_id,PA,AB,IP,R,HR,RBI,SB,AVG,W,SV,ERA,WHIP,SO,sgp_R,sgp_HR,sgp_RBI,sgp_SB,sgp_AVG,sgp_W,sgp_SV,sgp_SO,sgp_ERA,sgp_WHIP,total_sgp,par,dollar_value
Riley Greene,DET,hitter,OF,atc,25976,682985,629.559,564.911,,82.1531,27.9302,88.7112,3.76821,0.257073,,,,,,2.5815072007701634,2.2948469702156795,2.876023313292186,0.36375939852726596,0.562444821613527,0.0,0.0,0.0,0.0,0.0,8.678581704418821,4.372316023320537,24.57306459110842
Yainer Diaz,HOU,hitter,C/DH,atc,23003,673237,516.084,486.324,,57.6575,19.6063,67.4355,1.12139,0.269226,,,,,,1.8117788790490643,1.6109250256761383,2.1862636301111382,0.10825196894931302,0.7807453656479425,0.0,0.0,0.0,0.0,0.0,6.497964869433596,2.1916991883353116,12.317674530383604
Steven Kwan,CLE,hitter,OF,atc,24610,680757,637.762,569.716,,78.9084,8.51272,53.6649,17.464,0.271745,,,,,,2.479548584304821,0.6994360835330365,1.7398198142454824,1.6858652081174277,0.9866287767704672,0.0,0.0,0.0,0.0,0.0,7.591298466971235,3.285032785872951,18.46237152132015
Pete Alonso,BAL,hitter,1B,atc,19251,624413,655.282,576.191,,85.0442,35.992,102.652,1.96245,0.252021,,,,,,2.6723545999327833,2.957233824032865,3.327985025070898,0.18944263500172048,0.42762259403088804,0.0,0.0,0.0,0.0,0.0,9.574638678069155,5.268372996970871,29.609037694008844
Gleyber Torres,DET,hitter,2B,atc,16997,650402,631.352,550.34,,78.1955,17.0662,67.7928,5.47808,0.257171,,,,,,2.457147037881995,1.4022211571379661,2.197847321120157,0.528819541873793,0.5506434950541504,0.0,0.0,0.0,0.0,0.0,7.136678553068062,2.830412871969778,15.907340171993589
Carlos Correa,HOU,hitter,SS,atc,14162,621043,545.71,490.085,,64.4613,15.9204,62.8485,0.285895,0.263921,,,,,,2.025575542748913,1.3080780554604587,2.0375527690465685,0.02759851315132456,0.6563352830417324,0.0,0.0,0.0,0.0,0.0,6.055140163448997,1.748874482350713,9.828933999127544
Brent Rooker,ATH,hitter,DH/OF,atc,19627,667670,638.681,567.868,,86.0787,32.4371,95.3052,6.34967,0.26355,,,,,,2.704861823630936,2.665150290996234,3.0898012548356286,0.6129573829607757,0.7499337558170092,0.0,0.0,0.0,0.0,0.0,9.822704508240584,5.5164388271422995,31.003204454859784
Kevin McGonigle,DET,hitter,SS,atc,sa3022895,805808,446.713,393.814,,56.3235,13.6801,52.0673,9.52154,0.254019,,,,,,1.7698604291570046,1.1240068469702156,1.6880255104223394,0.9191498519066889,0.331749831218569,0.0,0.0,0.0,0.0,0.0,5.832792469674818,1.5265267885765335,8.579306979567445
Luke Keaschall,MIN,hitter,2B,atc,33321,807712,534.407,469.885,,68.0242,11.0044,56.5275,24.1357,0.266693,,,,,,2.137532997861672,0.90416158849709,1.8326255066116122,2.32990935086806,0.6946358735338731,0.0,0.0,0.0,0.0,0.0,7.898865317372307,3.5925996362740227,20.190942841571957
J.P. Crawford,SEA,hitter,SS,atc,15491,641487,577.654,500.029,,63.6686,11.0876,53.1196,5.20875,0.241201,,,,,,2.0006664308827693,0.9109976035604245,1.7221411500775052,0.5028201100997282,0.09964037445387779,0.0,0.0,0.0,0.0,0.0,5.236265669074305,0.9299999879760206,5.226737878134717
